XPath,130.1.xml,133.1.xml
/eml:eml/@packageId,1.0,1.0
/eml:eml/@system,1.0,1.0
/eml:eml/@xsi:schemaLocation,1.0,1.0
/eml:eml/access,5.0,5.0
/eml:eml/access/@authSystem,1.0,1.0
/eml:eml/access/@order,1.0,1.0
/eml:eml/access/@scope,1.0,1.0
/eml:eml/access/allow/permission,2.0,2.0
/eml:eml/access/allow/principal,2.0,2.0
/eml:eml/dataset/@id,1.0,1.0
/eml:eml/dataset/abstract,0.0,1.0
/eml:eml/dataset/abstract/section/para,0.0,2.0
/eml:eml/dataset/abstract/section/title,0.0,1.0
/eml:eml/dataset/associatedParty,0.0,1.0
/eml:eml/dataset/associatedParty/address/administrativeArea,0.0,1.0
/eml:eml/dataset/associatedParty/address/city,0.0,1.0
/eml:eml/dataset/associatedParty/address/country,0.0,1.0
/eml:eml/dataset/associatedParty/address/postalCode,0.0,1.0
/eml:eml/dataset/associatedParty/electronicMailAddress,0.0,1.0
/eml:eml/dataset/associatedParty/individualName/givenName,0.0,1.0
/eml:eml/dataset/associatedParty/individualName/surName,0.0,1.0
/eml:eml/dataset/associatedParty/organizationName,0.0,1.0
/eml:eml/dataset/associatedParty/phone/@phonetype,0.0,2.0
/eml:eml/dataset/associatedParty/role,0.0,1.0
/eml:eml/dataset/contact,1.0,1.0
/eml:eml/dataset/contact/address/administrativeArea,1.0,1.0
/eml:eml/dataset/contact/address/city,1.0,1.0
/eml:eml/dataset/contact/address/country,1.0,1.0
/eml:eml/dataset/contact/address/deliveryPoint,1.0,1.0
/eml:eml/dataset/contact/address/postalCode,1.0,1.0
/eml:eml/dataset/contact/electronicMailAddress,1.0,1.0
/eml:eml/dataset/contact/onlineUrl,1.0,1.0
/eml:eml/dataset/contact/organizationName,1.0,1.0
/eml:eml/dataset/contact/positionName,1.0,1.0
/eml:eml/dataset/coverage/geographicCoverage,1.0,1.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates,1.0,1.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/eastBoundingCoordinate,1.0,1.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/northBoundingCoordinate,1.0,1.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/southBoundingCoordinate,1.0,1.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/westBoundingCoordinate,1.0,1.0
/eml:eml/dataset/coverage/geographicCoverage/geographicDescription,1.0,1.0
/eml:eml/dataset/coverage/temporalCoverage,0.0,1.0
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/beginDate/calendarDate,0.0,1.0
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/endDate,0.0,1.0
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/endDate/calendarDate,0.0,1.0
/eml:eml/dataset/creator,2.0,2.0
/eml:eml/dataset/creator/positionName,1.0,1.0
/eml:eml/dataset/dataTable/@id,0.0,1.0
/eml:eml/dataset/dataTable/attributeList,0.0,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/attributeDefinition,0.0,6.0
/eml:eml/dataset/dataTable/attributeList/attribute/attributeName,0.0,6.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/dateTime/dateTimeDomain/bounds/minimum,0.0,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/dateTime/dateTimeDomain/bounds/minimum/@exclusive,0.0,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/dateTime/dateTimePrecision,0.0,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/dateTime/formatString,0.0,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/textDomain/definition,0.0,3.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/numberType,0.0,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/unit/standardUnit,0.0,2.0
/eml:eml/dataset/dataTable/entityDescription,0.0,2.0
/eml:eml/dataset/dataTable/entityName,0.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat,0.0,2.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/attributeOrientation,0.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/numFooterLines,0.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/numHeaderLines,0.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/recordDelimiter,0.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/simpleDelimited/collapseDelimiters,0.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/simpleDelimited/fieldDelimiter,0.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/simpleDelimited/literalCharacter,0.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/simpleDelimited/quoteCharacter,0.0,1.0
/eml:eml/dataset/dataTable/physical/distribution/online/url,0.0,1.0
/eml:eml/dataset/dataTable/physical/encodingMethod,0.0,1.0
/eml:eml/dataset/dataTable/physical/objectName,0.0,1.0
/eml:eml/dataset/intellectualRights,2.0,2.0
/eml:eml/dataset/intellectualRights/para,2.0,2.0
/eml:eml/dataset/keywordSet/keyword,12.0,12.0
/eml:eml/dataset/keywordSet/keyword/@keywordType,1.0,1.0
/eml:eml/dataset/pubDate,2.0,2.0
/eml:eml/dataset/publisher,1.0,1.0
/eml:eml/dataset/publisher/organizationName,1.0,1.0
/eml:eml/dataset/title,2.0,2.0
