XPath,127.1.xml
/eml:eml/@packageId,1
/eml:eml/@scope,1
/eml:eml/@system,1
/eml:eml/@xsi:schemaLocation,1
/eml:eml/additionalMetadata/unitList/unit/@abbreviation,2
/eml:eml/additionalMetadata/unitList/unit/@id,2
/eml:eml/additionalMetadata/unitList/unit/@multiplierToSI,1
/eml:eml/additionalMetadata/unitList/unit/@name,2
/eml:eml/additionalMetadata/unitList/unit/@parentSI,1
/eml:eml/additionalMetadata/unitList/unit/description,2
/eml:eml/dataset/@scope,1
/eml:eml/dataset/access/@authSystem,1
/eml:eml/dataset/access/@order,1
/eml:eml/dataset/access/@scope,1
/eml:eml/dataset/access/allow/permission,2
/eml:eml/dataset/access/allow/principal,2
/eml:eml/dataset/contact/@scope,1
/eml:eml/dataset/contact/address/@scope,1
/eml:eml/dataset/contact/address/administrativeArea,1
/eml:eml/dataset/contact/address/city,1
/eml:eml/dataset/contact/address/country,1
/eml:eml/dataset/contact/address/deliveryPoint,1
/eml:eml/dataset/contact/address/postalCode,1
/eml:eml/dataset/contact/electronicMailAddress,1
/eml:eml/dataset/contact/individualName/givenName,1
/eml:eml/dataset/contact/individualName/surName,1
/eml:eml/dataset/contact/organizationName,1
/eml:eml/dataset/contact/phone,1
/eml:eml/dataset/contact/phone/@phonetype,1
/eml:eml/dataset/coverage/@scope,1
/eml:eml/dataset/coverage/geographicCoverage/@scope,1
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeMaximum,11
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeMinimum,11
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeUnits,1
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/eastBoundingCoordinate,2
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/northBoundingCoordinate,2
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/southBoundingCoordinate,2
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/westBoundingCoordinate,2
/eml:eml/dataset/coverage/geographicCoverage/geographicDescription,11
/eml:eml/dataset/coverage/temporalCoverage/@scope,1
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/beginDate/alternativeTimeScale/timeScaleAgeEstimate,1
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/beginDate/alternativeTimeScale/timeScaleName,1
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/endDate/alternativeTimeScale/timeScaleAgeEstimate,1
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/endDate/alternativeTimeScale/timeScaleName,1
/eml:eml/dataset/creator/@scope,1
/eml:eml/dataset/creator/individualName/givenName,1
/eml:eml/dataset/creator/individualName/surName,1
/eml:eml/dataset/creator/organizationName,1
/eml:eml/dataset/dataTable/@scope,1
/eml:eml/dataset/dataTable/additionalInfo/section/para/literalLayout,2
/eml:eml/dataset/dataTable/additionalInfo/section/title,1
/eml:eml/dataset/dataTable/attributeList/attribute/@scope,1
/eml:eml/dataset/dataTable/attributeList/attribute/attributeDefinition,21
/eml:eml/dataset/dataTable/attributeList/attribute/attributeName,21
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/datetime/dateTimePrecision,1
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/datetime/formatString,1
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/numericDomain/numberType,1
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/precision,1
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/unit/standardUnit,1
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/enumeratedDomain/@enforced,1
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/enumeratedDomain/codeDefinition/code,9
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/enumeratedDomain/codeDefinition/definition,9
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/numberType,1
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/precision,14
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/unit/customUnit,2
/eml:eml/dataset/dataTable/attributeList/attribute/missingValueCode/code,5
/eml:eml/dataset/dataTable/attributeList/attribute/missingValueCode/codeExplanation,1
/eml:eml/dataset/dataTable/entityDescription,1
/eml:eml/dataset/dataTable/entityName,1
/eml:eml/dataset/dataTable/physical/@scope,1
/eml:eml/dataset/dataTable/physical/characterEncoding,1
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/attributeOrientation,1
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/numHeaderLines,1
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/recordDelimiter,1
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/simpleDelimited/fieldDelimiter,1
/eml:eml/dataset/dataTable/physical/distribution/@scope,1
/eml:eml/dataset/dataTable/physical/distribution/online/url,1
/eml:eml/dataset/dataTable/physical/distribution/online/url/@function,1
/eml:eml/dataset/dataTable/physical/objectName,1
/eml:eml/dataset/distribution/@scope,1
/eml:eml/dataset/distribution/online/url,1
/eml:eml/dataset/distribution/online/url/@function,1
/eml:eml/dataset/intellectualRights/section/para/itemizedlist/listitem/itemizedlist/listitem/para/literalLayout,4
/eml:eml/dataset/intellectualRights/section/para/itemizedlist/listitem/para/emphasis,6
/eml:eml/dataset/intellectualRights/section/para/itemizedlist/listitem/para/literalLayout,15
/eml:eml/dataset/intellectualRights/section/para/literalLayout,6
/eml:eml/dataset/intellectualRights/section/title,4
/eml:eml/dataset/keywordSet/keyword,20
/eml:eml/dataset/metadataProvider/@scope,1
/eml:eml/dataset/metadataProvider/address/@scope,1
/eml:eml/dataset/metadataProvider/address/administrativeArea,1
/eml:eml/dataset/metadataProvider/address/city,1
/eml:eml/dataset/metadataProvider/address/country,1
/eml:eml/dataset/metadataProvider/address/deliveryPoint,2
/eml:eml/dataset/metadataProvider/address/postalCode,1
/eml:eml/dataset/metadataProvider/onlineUrl,1
/eml:eml/dataset/metadataProvider/organizationName,1
/eml:eml/dataset/metadataProvider/phone,2
/eml:eml/dataset/metadataProvider/phone/@phonetype,2
/eml:eml/dataset/methods/methodStep/citation/@scope,1
/eml:eml/dataset/methods/methodStep/citation/article/issue,1
/eml:eml/dataset/methods/methodStep/citation/article/journal,2
/eml:eml/dataset/methods/methodStep/citation/article/pageRange,2
/eml:eml/dataset/methods/methodStep/citation/article/volume,2
/eml:eml/dataset/methods/methodStep/citation/creator/@id,6
/eml:eml/dataset/methods/methodStep/citation/creator/@scope,1
/eml:eml/dataset/methods/methodStep/citation/creator/individualName/givenName,6
/eml:eml/dataset/methods/methodStep/citation/creator/individualName/surName,6
/eml:eml/dataset/methods/methodStep/citation/creator/references,1
/eml:eml/dataset/methods/methodStep/citation/pubDate,2
/eml:eml/dataset/methods/methodStep/citation/title,2
/eml:eml/dataset/methods/methodStep/description/section/para/literalLayout,2
/eml:eml/dataset/methods/methodStep/description/section/title,2
/eml:eml/dataset/pubPlace,1
/eml:eml/dataset/publisher/@scope,1
/eml:eml/dataset/publisher/address/@scope,1
/eml:eml/dataset/publisher/address/administrativeArea,1
/eml:eml/dataset/publisher/address/city,1
/eml:eml/dataset/publisher/address/country,1
/eml:eml/dataset/publisher/address/deliveryPoint,2
/eml:eml/dataset/publisher/address/postalCode,1
/eml:eml/dataset/publisher/onlineUrl,1
/eml:eml/dataset/publisher/organizationName,1
/eml:eml/dataset/publisher/phone,2
/eml:eml/dataset/publisher/phone/@phonetype,2
/eml:eml/dataset/title,1
